일자,요일,지역,호선,승차,하차,기온,강수량,전운량
2020-03-08,주말,서울,6,120126,118352,9.3,0,0.3
2020-03-08,주말,서울,7,214488,209667,9.3,0,0.3
2020-03-08,주말,서울,8,57608,59348,9.3,0,0.3
2020-03-09,평일,광주,1,35082,34197,9.4,4.5,9.3
2020-03-09,평일,대구,1,63299,63537,9.1,3,7.4
2020-03-09,평일,대구,2,60094,58878,9.1,3,7.4
2020-03-09,평일,대구,3,28894,28848,9.1,3,7.4
2020-03-09,평일,대전,1,57075,56925,10,1.6,8.3
2020-03-09,평일,부산,1,266318,266323,11,11,9.4
2020-03-09,평일,부산,2,182684,182808,11,11,9.4
2020-03-09,평일,부산,3,57455,56243,11,11,9.4
2020-03-09,평일,부산,4,19313,19334,11,11,9.4
2020-03-09,평일,서울,1,179197,176819,11.1,0,6.5
2020-03-09,평일,서울,2,1115643,1132378,11.1,0,6.5
2020-03-09,평일,서울,3,391632,390307,11.1,0,6.5
2020-03-09,평일,서울,4,392951,394682,11.1,0,6.5
2020-03-09,평일,서울,5,484664,480988,11.1,0,6.5
2020-03-09,평일,서울,6,263190,259295,11.1,0,6.5
2020-03-09,평일,서울,7,566114,560534,11.1,0,6.5
2020-03-09,평일,서울,8,150425,150857,11.1,0,6.5
2020-03-10,평일,광주,1,32107,31369,6.7,7.1,7.9
2020-03-10,평일,대구,1,56613,56928,9,10,8.8
2020-03-10,평일,대구,2,55556,54353,9,10,8.8
2020-03-10,평일,대구,3,25474,25415,9,10,8.8
2020-03-10,평일,대전,1,52666,52547,6.8,8.8,7.5
2020-03-10,평일,부산,1,248776,249069,9.9,13.9,8.3
2020-03-10,평일,부산,2,174306,174443,9.9,13.9,8.3
2020-03-10,평일,부산,3,54166,52554,9.9,13.9,8.3
2020-03-10,평일,부산,4,17859,17962,9.9,13.9,8.3
2020-03-10,평일,서울,1,166384,163313,6.4,11.8,7.5
2020-03-10,평일,서울,2,1073445,1087736,6.4,11.8,7.5
2020-03-10,평일,서울,3,376817,375376,6.4,11.8,7.5
2020-03-10,평일,서울,4,379725,380961,6.4,11.8,7.5
2020-03-10,평일,서울,5,465659,461868,6.4,11.8,7.5
2020-03-10,평일,서울,6,254414,250838,6.4,11.8,7.5
2020-03-10,평일,서울,7,542982,537236,6.4,11.8,7.5
2020-03-10,평일,서울,8,144265,144861,6.4,11.8,7.5
2020-03-11,평일,광주,1,35179,34384,5.6,0,0
2020-03-11,평일,대구,1,65094,65472,6.4,0,0
2020-03-11,평일,대구,2,61874,60632,6.4,0,0
2020-03-11,평일,대구,3,29363,29344,6.4,0,0
2020-03-11,평일,대전,1,57889,57723,4.8,0,0
2020-03-11,평일,부산,1,279143,279581,7.8,0,0
2020-03-11,평일,부산,2,193305,193605,7.8,0,0
2020-03-11,평일,부산,3,60642,58594,7.8,0,0
2020-03-11,평일,부산,4,20592,20591,7.8,0,0
2020-03-11,평일,서울,1,174815,172184,3.8,0,0
2020-03-11,평일,서울,2,1104133,1118422,3.8,0,0
2020-03-11,평일,서울,3,389705,388491,3.8,0,0
2020-03-11,평일,서울,4,394165,395096,3.8,0,0
2020-03-11,평일,서울,5,478644,474785,3.8,0,0
2020-03-11,평일,서울,6,264558,260259,3.8,0,0
2020-03-11,평일,서울,7,554770,550428,3.8,0,0
2020-03-11,평일,서울,8,150079,150582,3.8,0,0
2020-03-12,평일,광주,1,35812,34937,7.5,0,1.6
2020-03-12,평일,대구,1,63649,64110,8.3,0,0.8
2020-03-12,평일,대구,2,61199,59826,8.3,0,0.8
2020-03-12,평일,대구,3,29182,28978,8.3,0,0.8
2020-03-12,평일,대전,1,57008,56866,7,0,0.3
2020-03-12,평일,부산,1,279333,279796,9.5,0,1.5
2020-03-12,평일,부산,2,190540,190836,9.5,0,1.5
2020-03-12,평일,부산,3,59505,57622,9.5,0,1.5
2020-03-12,평일,부산,4,20314,20279,9.5,0,1.5
2020-03-12,평일,서울,1,171156,167890,6.8,0,4
2020-03-12,평일,서울,2,1082105,1096954,6.8,0,4
2020-03-12,평일,서울,3,383652,382152,6.8,0,4
2020-03-12,평일,서울,4,384972,387030,6.8,0,4
2020-03-12,평일,서울,5,468583,464842,6.8,0,4
2020-03-12,평일,서울,6,257015,253840,6.8,0,4
2020-03-12,평일,서울,7,547677,542440,6.8,0,4
2020-03-12,평일,서울,8,147226,148126,6.8,0,4
2020-03-13,평일,광주,1,38284,37323,8,0,8.4
2020-03-13,평일,대구,1,66320,67019,9.4,0,8.3
2020-03-13,평일,대구,2,63501,61957,9.4,0,8.3
2020-03-13,평일,대구,3,29902,29726,9.4,0,8.3
2020-03-13,평일,대전,1,60973,60817,6.6,0,5.5
2020-03-13,평일,부산,1,286474,287321,11.6,0,6.8
2020-03-13,평일,부산,2,200916,201276,11.6,0,6.8
2020-03-13,평일,부산,3,63808,61486,11.6,0,6.8
2020-03-13,평일,부산,4,20865,20781,11.6,0,6.8
2020-03-13,평일,서울,1,173488,171967,4.9,0.5,6.6
2020-03-13,평일,서울,2,1114791,1133737,4.9,0.5,6.6
2020-03-13,평일,서울,3,399183,397792,4.9,0.5,6.6
2020-03-13,평일,서울,4,390402,394650,4.9,0.5,6.6
2020-03-13,평일,서울,5,473373,467418,4.9,0.5,6.6
2020-03-13,평일,서울,6,265314,262657,4.9,0.5,6.6
2020-03-13,평일,서울,7,558078,550880,4.9,0.5,6.6
2020-03-13,평일,서울,8,150424,150764,4.9,0.5,6.6
2020-03-14,주말,광주,1,25859,25269,5.9,0,1.4
2020-03-14,주말,대구,1,50688,51174,6.5,0,2.3
2020-03-14,주말,대구,2,43175,42002,6.5,0,2.3
2020-03-14,주말,대구,3,21594,21472,6.5,0,2.3
2020-03-14,주말,대전,1,38351,38238,4.7,0,1.1
2020-03-14,주말,부산,1,201124,201592,8.2,0,2.1
2020-03-14,주말,부산,2,144372,145054,8.2,0,2.1
2020-03-14,주말,부산,3,42229,40334,8.2,0,2.1
2020-03-14,주말,부산,4,15334,15211,8.2,0,2.1
2020-03-14,주말,서울,1,101675,100219,3.6,0,2.1
2020-03-14,주말,서울,2,642154,651047,3.6,0,2.1
2020-03-14,주말,서울,3,232231,233813,3.6,0,2.1
2020-03-14,주말,서울,4,239941,240940,3.6,0,2.1
2020-03-14,주말,서울,5,258449,254079,3.6,0,2.1
2020-03-14,주말,서울,6,169939,168961,3.6,0,2.1
2020-03-14,주말,서울,7,319629,313121,3.6,0,2.1
2020-03-14,주말,서울,8,91132,90528,3.6,0,2.1
2020-03-15,주말,광주,1,16882,16592,7,0,3.5
2020-03-15,주말,대구,1,34392,34254,6.2,0,2.8
2020-03-15,주말,대구,2,26295,25831,6.2,0,2.8
2020-03-15,주말,대구,3,13528,13436,6.2,0,2.8
2020-03-15,주말,대전,1,25723,25644,5.4,0,4
2020-03-15,주말,부산,1,131948,132085,7.7,0,2.4
2020-03-15,주말,부산,2,93658,93692,7.7,0,2.4
2020-03-15,주말,부산,3,27373,26523,7.7,0,2.4
2020-03-15,주말,부산,4,9679,9749,7.7,0,2.4
2020-03-15,주말,서울,1,67683,67364,4,0,3.1
2020-03-15,주말,서울,2,418112,420195,4,0,3.1
2020-03-15,주말,서울,3,150099,152791,4,0,3.1
2020-03-15,주말,서울,4,159332,161072,4,0,3.1
2020-03-15,주말,서울,5,169248,167524,4,0,3.1
2020-03-15,주말,서울,6,119956,118089,4,0,3.1
2020-03-15,주말,서울,7,210672,205812,4,0,3.1
2020-03-15,주말,서울,8,59113,60767,4,0,3.1
2020-03-16,평일,광주,1,37829,36866,5.4,0,2.1
2020-03-16,평일,대구,1,72195,71413,6.4,0,0.1
2020-03-16,평일,대구,2,67289,65911,6.4,0,0.1
2020-03-16,평일,대구,3,31328,31311,6.4,0,0.1
2020-03-16,평일,대전,1,60879,60706,4.4,0,0.6
2020-03-16,평일,부산,1,286048,286394,6.6,0,1
2020-03-16,평일,부산,2,194996,195204,6.6,0,1
2020-03-16,평일,부산,3,62207,60291,6.6,0,1
2020-03-16,평일,부산,4,20893,20870,6.6,0,1
2020-03-16,평일,서울,1,176520,173152,3.6,0,1
2020-03-16,평일,서울,2,1089700,1102270,3.6,0,1
2020-03-16,평일,서울,3,385993,383989,3.6,0,1
2020-03-16,평일,서울,4,384908,387157,3.6,0,1
2020-03-16,평일,서울,5,474040,470326,3.6,0,1
2020-03-16,평일,서울,6,257655,254443,3.6,0,1
2020-03-16,평일,서울,7,557076,552324,3.6,0,1
2020-03-16,평일,서울,8,146696,147444,3.6,0,1
2020-03-17,평일,광주,1,36738,35943,9.2,0,1.5
2020-03-17,평일,대구,1,70904,69957,10.5,0,1.8
2020-03-17,평일,대구,2,68328,66841,10.5,0,1.8
2020-03-17,평일,대구,3,31664,31648,10.5,0,1.8
2020-03-17,평일,대전,1,59555,59403,7.8,0,3.1
2020-03-17,평일,부산,1,291485,292208,11.1,0,2.1
2020-03-17,평일,부산,2,198151,198306,11.1,0,2.1
2020-03-17,평일,부산,3,62007,60224,11.1,0,2.1
2020-03-17,평일,부산,4,21120,21064,11.1,0,2.1
2020-03-17,평일,서울,1,172442,169491,6.6,0,4.8
2020-03-17,평일,서울,2,1094453,1108821,6.6,0,4.8
2020-03-17,평일,서울,3,385721,383967,6.6,0,4.8
2020-03-17,평일,서울,4,386583,388450,6.6,0,4.8
2020-03-17,평일,서울,5,473782,470583,6.6,0,4.8
2020-03-17,평일,서울,6,258358,254486,6.6,0,4.8
2020-03-17,평일,서울,7,556432,551094,6.6,0,4.8
2020-03-17,평일,서울,8,145419,146378,6.6,0,4.8
2020-03-18,평일,광주,1,38045,37010,12.5,0,1.8
2020-03-18,평일,대구,1,71831,72217,11.7,0,0
2020-03-18,평일,대구,2,69799,68317,11.7,0,0
2020-03-18,평일,대구,3,32502,32423,11.7,0,0
2020-03-18,평일,대전,1,62101,61922,10.4,0,0.9
2020-03-18,평일,부산,1,290970,291621,12.2,0,0
2020-03-18,평일,부산,2,203946,204191,12.2,0,0
2020-03-18,평일,부산,3,66226,64117,12.2,0,0
2020-03-18,평일,부산,4,21745,21811,12.2,0,0
2020-03-18,평일,서울,1,180395,177078,10,0,0
2020-03-18,평일,서울,2,1123560,1139331,10,0,0
2020-03-18,평일,서울,3,396351,395451,10,0,0
2020-03-18,평일,서울,4,399774,401673,10,0,0
2020-03-18,평일,서울,5,487983,483711,10,0,0
2020-03-18,평일,서울,6,266683,263444,10,0,0
2020-03-18,평일,서울,7,570420,565701,10,0,0
2020-03-18,평일,서울,8,149568,150182,10,0,0
2020-03-19,평일,광주,1,35317,34480,10.3,0,0.9
2020-03-19,평일,대구,1,66672,66256,10.8,0,1.4
2020-03-19,평일,대구,2,65344,64107,10.8,0,1.4
2020-03-19,평일,대구,3,29524,29334,10.8,0,1.4
2020-03-19,평일,대전,1,57901,57761,10.4,0,3.4
2020-03-19,평일,부산,1,279504,279782,12.6,0,1.5
2020-03-19,평일,부산,2,194486,194778,12.6,0,1.5
2020-03-19,평일,부산,3,60329,58709,12.6,0,1.5
2020-03-19,평일,부산,4,20227,20363,12.6,0,1.5
2020-03-19,평일,서울,1,168143,166102,9.1,0,3.4
2020-03-19,평일,서울,2,1080431,1095386,9.1,0,3.4
2020-03-19,평일,서울,3,377970,376471,9.1,0,3.4
2020-03-19,평일,서울,4,379158,380543,9.1,0,3.4
2020-03-19,평일,서울,5,462889,459690,9.1,0,3.4
2020-03-19,평일,서울,6,252294,248770,9.1,0,3.4
2020-03-19,평일,서울,7,545797,540512,9.1,0,3.4
2020-03-19,평일,서울,8,144576,145226,9.1,0,3.4
2020-03-20,평일,광주,1,40146,39232,10.6,0,0
2020-03-20,평일,대구,1,75664,76064,12,0,0
2020-03-20,평일,대구,2,72129,70188,12,0,0
2020-03-20,평일,대구,3,33712,33531,12,0,0
2020-03-20,평일,대전,1,67247,67033,9.6,0,0.1
2020-03-20,평일,부산,1,308293,309229,10.4,0,0
2020-03-20,평일,부산,2,212982,212939,10.4,0,0
2020-03-20,평일,부산,3,66051,63959,10.4,0,0
2020-03-20,평일,부산,4,22158,22168,10.4,0,0
2020-03-20,평일,서울,1,186253,185758,8.8,0,0.4
2020-03-20,평일,서울,2,1166910,1190839,8.8,0,0.4
2020-03-20,평일,서울,3,415821,415368,8.8,0,0.4
2020-03-20,평일,서울,4,412544,415088,8.8,0,0.4
2020-03-20,평일,서울,5,496518,490686,8.8,0,0.4
2020-03-20,평일,서울,6,278176,274256,8.8,0,0.4
2020-03-20,평일,서울,7,584773,577130,8.8,0,0.4
2020-03-20,평일,서울,8,154372,154569,8.8,0,0.4
2020-03-21,주말,광주,1,27285,26672,14.2,0,0.4
2020-03-21,주말,대구,1,59860,59243,15,0,2.3
2020-03-21,주말,대구,2,48458,46897,15,0,2.3
2020-03-21,주말,대구,3,24973,24938,15,0,2.3
2020-03-21,주말,대전,1,41164,41043,14.6,0,2.1
2020-03-21,주말,부산,1,215437,216325,13.7,0,0.9
2020-03-21,주말,부산,2,154059,154426,13.7,0,0.9
2020-03-21,주말,부산,3,45977,43806,13.7,0,0.9
2020-03-21,주말,부산,4,16675,16552,13.7,0,0.9
2020-03-21,주말,서울,1,109405,108119,12.8,0,6.9
2020-03-21,주말,서울,2,670399,679568,12.8,0,6.9
2020-03-21,주말,서울,3,241353,244128,12.8,0,6.9
2020-03-21,주말,서울,4,250586,251741,12.8,0,6.9
2020-03-21,주말,서울,5,273108,268473,12.8,0,6.9
2020-03-21,주말,서울,6,176393,174824,12.8,0,6.9
2020-03-21,주말,서울,7,336416,329162,12.8,0,6.9
2020-03-21,주말,서울,8,89657,89153,12.8,0,6.9
2020-03-22,주말,광주,1,18429,18097,14.6,0,3.3
2020-03-22,주말,대구,1,39918,39890,14.1,0,2
2020-03-22,주말,대구,2,30361,29818,14.1,0,2
2020-03-22,주말,대구,3,16159,16067,14.1,0,2
2020-03-22,주말,대전,1,28774,28665,13.2,0,2
2020-03-22,주말,부산,1,149783,150031,14.1,0,5
2020-03-22,주말,부산,2,101837,101997,14.1,0,5
2020-03-22,주말,부산,3,30346,29181,14.1,0,5
2020-03-22,주말,부산,4,10746,10686,14.1,0,5
2020-03-22,주말,서울,1,74323,73278,11,0,0.1
2020-03-22,주말,서울,2,449880,452138,11,0,0.1
2020-03-22,주말,서울,3,163539,166243,11,0,0.1
2020-03-22,주말,서울,4,169598,172061,11,0,0.1
2020-03-22,주말,서울,5,192400,191417,11,0,0.1
2020-03-22,주말,서울,6,126644,125100,11,0,0.1
2020-03-22,주말,서울,7,232732,228522,11,0,0.1
2020-03-22,주말,서울,8,60968,62590,11,0,0.1
2020-03-23,평일,광주,1,38386,37375,10.8,0,0
2020-03-23,평일,대구,1,77097,77636,11.5,0,0
2020-03-23,평일,대구,2,72451,70914,11.5,0,0
2020-03-23,평일,대구,3,34617,34494,11.5,0,0
2020-03-23,평일,대전,1,62044,61842,10.2,0,0
2020-03-23,평일,부산,1,298457,298590,12.6,0,0
2020-03-23,평일,부산,2,207653,207847,12.6,0,0
2020-03-23,평일,부산,3,67632,65856,12.6,0,0
2020-03-23,평일,부산,4,22198,22243,12.6,0,0
2020-03-23,평일,서울,1,180149,177532,10.6,0,0
2020-03-23,평일,서울,2,1114842,1130754,10.6,0,0
2020-03-23,평일,서울,3,397681,395690,10.6,0,0
2020-03-23,평일,서울,4,394405,396125,10.6,0,0
2020-03-23,평일,서울,5,487541,484219,10.6,0,0
2020-03-23,평일,서울,6,261234,257641,10.6,0,0
2020-03-23,평일,서울,7,573696,567787,10.6,0,0
2020-03-23,평일,서울,8,149081,150346,10.6,0,0
2020-03-24,평일,광주,1,37117,36213,11.4,0,0
2020-03-24,평일,대구,1,75451,75785,11.2,0,0.3
2020-03-24,평일,대구,2,72235,70883,11.2,0,0.3
2020-03-24,평일,대구,3,34366,34146,11.2,0,0.3
2020-03-24,평일,대전,1,61313,61126,11.4,0,0
2020-03-24,평일,부산,1,292818,293124,11.5,0,2
2020-03-24,평일,부산,2,203217,203302,11.5,0,2
2020-03-24,평일,부산,3,63828,62140,11.5,0,2
2020-03-24,평일,부산,4,21573,21566,11.5,0,2
2020-03-24,평일,서울,1,179256,176317,11.4,0,0
2020-03-24,평일,서울,2,1122469,1137138,11.4,0,0
2020-03-24,평일,서울,3,398716,396553,11.4,0,0
2020-03-24,평일,서울,4,398209,399688,11.4,0,0
2020-03-24,평일,서울,5,491777,487531,11.4,0,0
2020-03-24,평일,서울,6,263619,259881,11.4,0,0
2020-03-24,평일,서울,7,575508,570987,11.4,0,0
2020-03-24,평일,서울,8,150589,150914,11.4,0,0
2020-03-25,평일,광주,1,38403,37443,14.2,0,3.5
2020-03-25,평일,대구,1,80219,80770,13.1,0,1.8
2020-03-25,평일,대구,2,76799,75065,13.1,0,1.8
2020-03-25,평일,대구,3,36999,36956,13.1,0,1.8
2020-03-25,평일,대전,1,62033,61884,13.6,0,2.6
2020-03-25,평일,부산,1,306782,307424,13,0,2.4
2020-03-25,평일,부산,2,211273,211189,13,0,2.4
2020-03-25,평일,부산,3,67087,64993,13,0,2.4
2020-03-25,평일,부산,4,22947,23193,13,0,2.4
2020-03-25,평일,서울,1,183630,180559,12.5,0,4
2020-03-25,평일,서울,2,1142403,1160313,12.5,0,4
2020-03-25,평일,서울,3,402523,401061,12.5,0,4
2020-03-25,평일,서울,4,405700,407009,12.5,0,4
2020-03-25,평일,서울,5,498099,494721,12.5,0,4
2020-03-25,평일,서울,6,269354,264996,12.5,0,4
2020-03-25,평일,서울,7,582483,577089,12.5,0,4
2020-03-25,평일,서울,8,152767,153193,12.5,0,4
2020-03-26,평일,광주,1,33446,32554,13.7,17.7,10
2020-03-26,평일,대구,1,73768,74186,13.2,3.5,9.5
2020-03-26,평일,대구,2,68977,67420,13.2,3.5,9.5
2020-03-26,평일,대구,3,32600,32560,13.2,3.5,9.5
2020-03-26,평일,대전,1,58247,58077,14.2,1.4,9.4
2020-03-26,평일,부산,1,272522,272617,14.5,24.6,9.8
2020-03-26,평일,부산,2,189966,190340,14.5,24.6,9.8
2020-03-26,평일,부산,3,59476,57818,14.5,24.6,9.8
2020-03-26,평일,부산,4,19487,19516,14.5,24.6,9.8
2020-03-26,평일,서울,1,179783,177024,14.8,1.8,6.9
2020-03-26,평일,서울,2,1118651,1132132,14.8,1.8,6.9
2020-03-26,평일,서울,3,394237,393562,14.8,1.8,6.9
2020-03-26,평일,서울,4,395929,397288,14.8,1.8,6.9
2020-03-26,평일,서울,5,481106,478032,14.8,1.8,6.9
2020-03-26,평일,서울,6,262165,258412,14.8,1.8,6.9
2020-03-26,평일,서울,7,566140,560756,14.8,1.8,6.9
2020-03-26,평일,서울,8,149184,149950,14.8,1.8,6.9
2020-03-27,평일,광주,1,37776,36929,10.5,5.1,7
2020-03-27,평일,대구,1,77573,78266,14.6,6,8.1
2020-03-27,평일,대구,2,72868,71135,14.6,6,8.1
2020-03-27,평일,대구,3,34298,34134,14.6,6,8.1
2020-03-27,평일,대전,1,61789,61601,11.9,12.6,7.3
2020-03-27,평일,부산,1,293614,294175,13.7,1.9,10
2020-03-27,평일,부산,2,200505,200750,13.7,1.9,10
2020-03-27,평일,부산,3,62471,60301,13.7,1.9,10
2020-03-27,평일,부산,4,20337,20373,13.7,1.9,10
2020-03-27,평일,서울,1,185277,184055,11.9,2,5.1
2020-03-27,평일,서울,2,1171218,1192003,11.9,2,5.1
2020-03-27,평일,서울,3,415954,415490,11.9,2,5.1
2020-03-27,평일,서울,4,410668,413046,11.9,2,5.1
2020-03-27,평일,서울,5,496381,490553,11.9,2,5.1
2020-03-27,평일,서울,6,274617,270451,11.9,2,5.1
2020-03-27,평일,서울,7,584740,576692,11.9,2,5.1
2020-03-27,평일,서울,8,154665,154440,11.9,2,5.1
2020-03-28,주말,광주,1,26409,25842,7.3,0,8.4
2020-03-28,주말,대구,1,61703,62492,8.2,0,7.9
2020-03-28,주말,대구,2,51942,50468,8.2,0,7.9
2020-03-28,주말,대구,3,26857,26675,8.2,0,7.9
2020-03-28,주말,대전,1,39275,39150,7.5,0,7
2020-03-28,주말,부산,1,214599,215123,9.4,0.4,9.1
2020-03-28,주말,부산,2,156218,156976,9.4,0.4,9.1
2020-03-28,주말,부산,3,48509,46466,9.4,0.4,9.1
2020-03-28,주말,부산,4,16352,16123,9.4,0.4,9.1
2020-03-28,주말,서울,1,112486,111379,7.7,0,5.1
2020-03-28,주말,서울,2,675308,682770,7.7,0,5.1
2020-03-28,주말,서울,3,246478,248783,7.7,0,5.1
2020-03-28,주말,서울,4,255015,256144,7.7,0,5.1
2020-03-28,주말,서울,5,282560,278048,7.7,0,5.1
2020-03-28,주말,서울,6,178390,175771,7.7,0,5.1
2020-03-28,주말,서울,7,343619,336984,7.7,0,5.1
2020-03-28,주말,서울,8,92301,91988,7.7,0,5.1
2020-03-29,주말,광주,1,18878,18523,9,0,4.1
2020-03-29,주말,대구,1,44640,44842,8.7,0,6.5
2020-03-29,주말,대구,2,34216,33417,8.7,0,6.5
2020-03-29,주말,대구,3,18561,18456,8.7,0,6.5
2020-03-29,주말,대전,1,27474,27408,8.9,0,4.1
2020-03-29,주말,부산,1,148420,148580,10.4,0,7
2020-03-29,주말,부산,2,106148,106135,10.4,0,7
2020-03-29,주말,부산,3,32179,31287,10.4,0,7
2020-03-29,주말,부산,4,10857,10871,10.4,0,7
2020-03-29,주말,서울,1,76357,75474,8.7,0,1.5
2020-03-29,주말,서울,2,449560,451878,8.7,0,1.5
2020-03-29,주말,서울,3,167208,169276,8.7,0,1.5
2020-03-29,주말,서울,4,171140,173644,8.7,0,1.5
2020-03-29,주말,서울,5,196056,196094,8.7,0,1.5
2020-03-29,주말,서울,6,128454,126255,8.7,0,1.5
2020-03-29,주말,서울,7,237525,233427,8.7,0,1.5
2020-03-29,주말,서울,8,65415,66919,8.7,0,1.5
2020-03-30,평일,광주,1,38474,37326,11.9,0,5.6
2020-03-30,평일,대구,1,84609,85134,11.5,0,6.1
2020-03-30,평일,대구,2,79294,77518,11.5,0,6.1
2020-03-30,평일,대구,3,38227,37973,11.5,0,6.1
2020-03-30,평일,대전,1,61356,61175,12.2,0,2.9
2020-03-30,평일,부산,1,307024,307097,11.6,0,6.3
2020-03-30,평일,부산,2,211034,211260,11.6,0,6.3
2020-03-30,평일,부산,3,68082,66107,11.6,0,6.3
2020-03-30,평일,부산,4,23195,23291,11.6,0,6.3
2020-03-30,평일,서울,1,182500,179712,10.2,0,0.9
2020-03-30,평일,서울,2,1125616,1141119,10.2,0,0.9
2020-03-30,평일,서울,3,402007,400376,10.2,0,0.9
2020-03-30,평일,서울,4,399657,401514,10.2,0,0.9
2020-03-30,평일,서울,5,496867,493143,10.2,0,0.9
2020-03-30,평일,서울,6,264363,260390,10.2,0,0.9
2020-03-30,평일,서울,7,578096,573389,10.2,0,0.9
2020-03-30,평일,서울,8,151757,152478,10.2,0,0.9
2020-03-31,평일,광주,1,38627,37552,12.8,0,3.5
2020-03-31,평일,대구,1,83348,84170,12.8,0,3.5
2020-03-31,평일,대구,2,78897,76965,12.8,0,3.5
2020-03-31,평일,대구,3,38479,38427,12.8,0,3.5
2020-03-31,평일,대전,1,60632,60476,12.6,0,4.6
2020-03-31,평일,부산,1,304785,305639,12.9,0,3.4
2020-03-31,평일,부산,2,210680,210227,12.9,0,3.4
2020-03-31,평일,부산,3,67843,66007,12.9,0,3.4
2020-03-31,평일,부산,4,22569,22695,12.9,0,3.4
2020-03-31,평일,서울,1,181965,179378,11.9,0,5.5
2020-03-31,평일,서울,2,1131741,1148593,11.9,0,5.5
2020-03-31,평일,서울,3,403934,402665,11.9,0,5.5
2020-03-31,평일,서울,4,403574,404713,11.9,0,5.5
2020-03-31,평일,서울,5,500238,497390,11.9,0,5.5
2020-03-31,평일,서울,6,268454,263581,11.9,0,5.5
2020-03-31,평일,서울,7,582038,576843,11.9,0,5.5
2020-03-31,평일,서울,8,153006,152555,11.9,0,5.5
2020-04-01,평일,광주,1,37623,36585,10.7,0,4.6
2020-04-01,평일,대구,1,84872,85438,13.9,0,5.1
2020-04-01,평일,대구,2,80131,78094,13.9,0,5.1
2020-04-01,평일,대구,3,37857,37699,13.9,0,5.1
2020-04-01,평일,대전,1,61304,61140,11.6,0,4.6
2020-04-01,평일,부산,1,292622,293364,12.5,2.7,6.5
2020-04-01,평일,부산,2,203528,203608,12.5,2.7,6.5
2020-04-01,평일,부산,3,64668,62496,12.5,2.7,6.5
2020-04-01,평일,부산,4,21414,21461,12.5,2.7,6.5
2020-04-01,평일,서울,1,182378,179941,11.3,0,3.5
2020-04-01,평일,서울,2,1139259,1154364,11.3,0,3.5
2020-04-01,평일,서울,3,403954,402650,11.3,0,3.5
2020-04-01,평일,서울,4,405234,406240,11.3,0,3.5
2020-04-01,평일,서울,5,500587,496348,11.3,0,3.5
2020-04-01,평일,서울,6,270080,265064,11.3,0,3.5
2020-04-01,평일,서울,7,583449,577444,11.3,0,3.5
2020-04-01,평일,서울,8,153618,153721,11.3,0,3.5
2020-04-02,평일,광주,1,37753,36715,10.6,0,2.8
2020-04-02,평일,대구,1,85155,85594,12.6,0,2.5
2020-04-02,평일,대구,2,80877,79140,12.6,0,2.5
2020-04-02,평일,대구,3,39181,39129,12.6,0,2.5
2020-04-02,평일,대전,1,61178,60990,10.1,0,3
2020-04-02,평일,부산,1,314553,315507,11.5,0,3.3
2020-04-02,평일,부산,2,212313,212018,11.5,0,3.3
2020-04-02,평일,부산,3,68242,66113,11.5,0,3.3
2020-04-02,평일,부산,4,23252,23333,11.5,0,3.3
2020-04-02,평일,서울,1,183135,180353,9.3,0,2.6
2020-04-02,평일,서울,2,1136045,1150686,9.3,0,2.6
2020-04-02,평일,서울,3,404139,403446,9.3,0,2.6
2020-04-02,평일,서울,4,401587,403165,9.3,0,2.6
2020-04-02,평일,서울,5,497682,494321,9.3,0,2.6
2020-04-02,평일,서울,6,268271,264514,9.3,0,2.6
2020-04-02,평일,서울,7,580263,574672,9.3,0,2.6
2020-04-02,평일,서울,8,152879,152594,9.3,0,2.6
2020-04-03,평일,광주,1,40553,39493,10.9,0,0.8
2020-04-03,평일,대구,1,91049,92180,13.5,0,0.3
2020-04-03,평일,대구,2,85497,83072,13.5,0,0.3
2020-04-03,평일,대구,3,40310,40199,13.5,0,0.3
2020-04-03,평일,대전,1,67183,66984,11,0,0.3
2020-04-03,평일,부산,1,324438,325196,13.8,0,1.9
2020-04-03,평일,부산,2,227087,227282,13.8,0,1.9
2020-04-03,평일,부산,3,74672,72017,13.8,0,1.9
2020-04-03,평일,부산,4,23487,23544,13.8,0,1.9
2020-04-03,평일,서울,1,190060,188049,10,0,1.3
2020-04-03,평일,서울,2,1183648,1206377,10,0,1.3
2020-04-03,평일,서울,3,425510,426193,10,0,1.3
2020-04-03,평일,서울,4,415784,418494,10,0,1.3
2020-04-03,평일,서울,5,509212,502222,10,0,1.3
2020-04-03,평일,서울,6,278168,274489,10,0,1.3
2020-04-03,평일,서울,7,596847,588272,10,0,1.3
2020-04-03,평일,서울,8,157995,157256,10,0,1.3
2020-04-04,주말,광주,1,27656,26998,8.9,0,0
2020-04-04,주말,대구,1,69992,70708,10.8,0,0
2020-04-04,주말,대구,2,57655,55978,10.8,0,0
2020-04-04,주말,대구,3,30099,29947,10.8,0,0
2020-04-04,주말,대전,1,43642,43508,9.5,0,0.8
2020-04-04,주말,부산,1,232053,232303,12.8,0,2
2020-04-04,주말,부산,2,164402,164990,12.8,0,2
2020-04-04,주말,부산,3,49426,47600,12.8,0,2
2020-04-04,주말,부산,4,17561,17409,12.8,0,2
2020-04-04,주말,서울,1,113253,111488,8.9,0,0.8
2020-04-04,주말,서울,2,684436,690283,8.9,0,0.8
2020-04-04,주말,서울,3,250313,253624,8.9,0,0.8
